	AA2	gene_name	geneID	identity	EGGNOG	annotation	COG	COG1	COG2	ref	type
71	35	H35_BL_10_NODE_2_length_379347_cov_263239_263717_74	-37.5	50.24568571428566	COG0488	(ABC) transporter	L	INFORMATION STORAGE AND PROCESSING	Replication, recombination and repair	H35_BL_10_NODE_2_length_379347_cov_263239_263717	Others
72	10	H35_BL_10_NODE_2_length_379347_cov_263239_263717_75	-38.5	99.26430000000002	COG1946	Acyl-CoA thioesterase	I	METABOLISM	   Lipid transport and metabolism	H35_BL_10_NODE_2_length_379347_cov_263239_263717	Others
73	8	H35_BL_10_NODE_2_length_379347_cov_263239_263717_76	-39.5	99.29	33CMQ	Protein of unknown function (DUF3180)	S	POORLY CHARACTERIZED	     Function unknown	H35_BL_10_NODE_2_length_379347_cov_263239_263717	Others
74	17	H35_BL_10_NODE_2_length_379347_cov_263239_263717_77	-40.5	62.62305882352943	COG1539	Catalyzes the conversion of 7,8-dihydroneopterin to 6- hydroxymethyl-7,8-dihydropterin	H	METABOLISM	   Coenzyme transport and metabolism	H35_BL_10_NODE_2_length_379347_cov_263239_263717	Others
75	8	H35_BL_10_NODE_2_length_379347_cov_263239_263717_78	-41.5	98.75875	COG0294	Catalyzes the condensation of para-aminobenzoate (pABA) with 6-hydroxymethyl-7,8-dihydropterin diphosphate (DHPt-PP) to form 7,8-dihydropteroate (H2Pte), the immediate precursor of folate derivatives	H	METABOLISM	   Coenzyme transport and metabolism	H35_BL_10_NODE_2_length_379347_cov_263239_263717	Others
76	8	H35_BL_10_NODE_2_length_379347_cov_263239_263717_79	-42.5	99.25	COG0302	gtp cyclohydrolase	H	METABOLISM	   Coenzyme transport and metabolism	H35_BL_10_NODE_2_length_379347_cov_263239_263717	Others
77	32	H35_BL_10_NODE_2_length_379347_cov_263239_263717_8	28.5	97.47153125000001	COG1924	4 iron, 4 sulfur cluster binding	I	METABOLISM	   Lipid transport and metabolism	H35_BL_10_NODE_2_length_379347_cov_263239_263717	Others
78	10	H35_BL_10_NODE_2_length_379347_cov_263239_263717_80	-43.5	60.625						H35_BL_10_NODE_2_length_379347_cov_263239_263717	Others
79	8	H35_BL_10_NODE_2_length_379347_cov_263239_263717_81	-44.5	99.17687500000001	COG0465	Acts as a processive, ATP-dependent zinc metallopeptidase for both cytoplasmic and membrane proteins. Plays a role in the quality control of integral membrane proteins	O	CELLULAR PROCESSES AND SIGNALING	Posttranslational modification, protein turnover, chaperones	H35_BL_10_NODE_2_length_379347_cov_263239_263717	Others
80	32	H35_BL_10_NODE_2_length_379347_cov_263239_263717_9	27.5	99.18843750000003	COG0602	queuosine metabolic process	H	METABOLISM	   Coenzyme transport and metabolism	H35_BL_10_NODE_2_length_379347_cov_263239_263717	Others
0	17	H35_BL_24_NODE_1_length_397108_cov_263213_263691_1	33.5	86.91970588235297	317D2	Protein of unknown function (DUF3563)	S	POORLY CHARACTERIZED	     Function unknown	H35_BL_24_NODE_1_length_397108_cov_263213_263691	Others
1	32	H35_BL_24_NODE_1_length_397108_cov_263213_263691_10	24.5	98.49303124999996	COG1570	exodeoxyribonuclease VII activity	L	INFORMATION STORAGE AND PROCESSING	Replication, recombination and repair	H35_BL_24_NODE_1_length_397108_cov_263213_263691	Others
2	32	H35_BL_24_NODE_1_length_397108_cov_263213_263691_11	23.5	96.90624999999997	COG1722	exodeoxyribonuclease VII activity	L	INFORMATION STORAGE AND PROCESSING	Replication, recombination and repair	H35_BL_24_NODE_1_length_397108_cov_263213_263691	Others
3	32	H35_BL_24_NODE_1_length_397108_cov_263213_263691_12	22.5	97.94656250000003	COG2249	NAD(P)H dehydrogenase (quinone) activity	K	INFORMATION STORAGE AND PROCESSING	Transcription	H35_BL_24_NODE_1_length_397108_cov_263213_263691	Others
4	32	H35_BL_24_NODE_1_length_397108_cov_263213_263691_13	21.5	99.4358125	COG1022	Amp-dependent synthetase and ligase	I	METABOLISM	   Lipid transport and metabolism	H35_BL_24_NODE_1_length_397108_cov_263213_263691	Others
5	39	H35_BL_24_NODE_1_length_397108_cov_263213_263691_14	20.5	87.45246153846149	COG1022	Amp-dependent synthetase and ligase	I	METABOLISM	   Lipid transport and metabolism	H35_BL_24_NODE_1_length_397108_cov_263213_263691	Others
6	32	H35_BL_24_NODE_1_length_397108_cov_263213_263691_15	19.5	98.09531249999998	COG1970	mechanosensitive ion channel activity	M	CELLULAR PROCESSES AND SIGNALING	Cell wall/membrane/envelope biogenesis	H35_BL_24_NODE_1_length_397108_cov_263213_263691	Others
7	34	H35_BL_24_NODE_1_length_397108_cov_263213_263691_16	18.5	96.71764705882352	COG3613	nucleoside 2-deoxyribosyltransferase	F	METABOLISM	   Nucleotide transport and metabolism	H35_BL_24_NODE_1_length_397108_cov_263213_263691	Others
8	32	H35_BL_24_NODE_1_length_397108_cov_263213_263691_17	17.5	99.6741875	COG0454	-acetyltransferase	K	INFORMATION STORAGE AND PROCESSING	Transcription	H35_BL_24_NODE_1_length_397108_cov_263213_263691	Others
9	32	H35_BL_24_NODE_1_length_397108_cov_263213_263691_18	16.5	99.23346874999999	COG3021	interspecies interaction between organisms	O	CELLULAR PROCESSES AND SIGNALING	Posttranslational modification, protein turnover, chaperones	H35_BL_24_NODE_1_length_397108_cov_263213_263691	Others
10	35	H35_BL_24_NODE_1_length_397108_cov_263213_263691_19	15.5	93.57060000000001	COG0248	Ppx GppA phosphatase	P	METABOLISM	   Inorganic ion transport and metabolism	H35_BL_24_NODE_1_length_397108_cov_263213_263691	Others
11	30	H35_BL_24_NODE_1_length_397108_cov_263213_263691_2	32.5	91.01800000000001	COG1472	Belongs to the glycosyl hydrolase 3 family	G	METABOLISM	   Carbohydrate transport and metabolism	H35_BL_24_NODE_1_length_397108_cov_263213_263691	Others
12	32	H35_BL_24_NODE_1_length_397108_cov_263213_263691_20	14.5	99.90684374999995	COG0436	Aminotransferase	E	METABOLISM	   Amino acid transport and metabolism	H35_BL_24_NODE_1_length_397108_cov_263213_263691	Others
13	32	H35_BL_24_NODE_1_length_397108_cov_263213_263691_21	13.5	99.14484374999999	COG0673	inositol 2-dehydrogenase activity	T	CELLULAR PROCESSES AND SIGNALING	Signal transduction mechanisms	H35_BL_24_NODE_1_length_397108_cov_263213_263691	Others
14	32	H35_BL_24_NODE_1_length_397108_cov_263213_263691_22	12.5	99.36403124999998	COG3727	T/G mismatch-specific endonuclease activity	L	INFORMATION STORAGE AND PROCESSING	Replication, recombination and repair	H35_BL_24_NODE_1_length_397108_cov_263213_263691	Others
15	32	H35_BL_24_NODE_1_length_397108_cov_263213_263691_23	11.5	99.036375	COG1247	-acetyltransferase	M	CELLULAR PROCESSES AND SIGNALING	Cell wall/membrane/envelope biogenesis	H35_BL_24_NODE_1_length_397108_cov_263213_263691	Others
16	34	H35_BL_24_NODE_1_length_397108_cov_263213_263691_24	10.5	96.20341176470589	COG0701	Predicted permease	L	INFORMATION STORAGE AND PROCESSING	Replication, recombination and repair	H35_BL_24_NODE_1_length_397108_cov_263213_263691	Others
17	32	H35_BL_24_NODE_1_length_397108_cov_263213_263691_25	9.5	99.76715625000004	COG0553	Transcription regulator that activates transcription by stimulating RNA polymerase (RNAP) recycling in case of stress conditions such as supercoiled DNA or high salt concentrations. Probably acts by releasing the RNAP, when it is trapped or immobilized on tightly supercoiled DNA. Does not activate transcription on linear DNA. Probably not involved in DNA repair	L	INFORMATION STORAGE AND PROCESSING	Replication, recombination and repair	H35_BL_24_NODE_1_length_397108_cov_263213_263691	Others
18	36	H35_BL_24_NODE_1_length_397108_cov_263213_263691_26	8.5	99.49383333333328	COG2378	regulation of single-species biofilm formation	K	INFORMATION STORAGE AND PROCESSING	Transcription	H35_BL_24_NODE_1_length_397108_cov_263213_263691	Others
19	36	H35_BL_24_NODE_1_length_397108_cov_263213_263691_27	7.5	99.48547222222216	COG2171	N-acyltransferase activity	E	METABOLISM	   Amino acid transport and metabolism	H35_BL_24_NODE_1_length_397108_cov_263213_263691	Others
20	37	H35_BL_24_NODE_1_length_397108_cov_263213_263691_28	6.5	99.96056756756757	COG0372	Belongs to the citrate synthase family	C	METABOLISM	   Energy production and conversion	H35_BL_24_NODE_1_length_397108_cov_263213_263691	Others
21	37	H35_BL_24_NODE_1_length_397108_cov_263213_263691_29	5.5	100.0	COG0024	Methionine aminopeptidase	E	METABOLISM	   Amino acid transport and metabolism	H35_BL_24_NODE_1_length_397108_cov_263213_263691	Others
22	36	H35_BL_24_NODE_1_length_397108_cov_263213_263691_3	31.5	50.39652777777772	COG5520	Belongs to the glycosyl hydrolase 30 family	M	CELLULAR PROCESSES AND SIGNALING	Cell wall/membrane/envelope biogenesis	H35_BL_24_NODE_1_length_397108_cov_263213_263691	Others
23	37	H35_BL_24_NODE_1_length_397108_cov_263213_263691_30	4.5	99.85121621621622	COG3247	response to pH	U	CELLULAR PROCESSES AND SIGNALING	Intracellular trafficking, secretion, and vesicular transport	H35_BL_24_NODE_1_length_397108_cov_263213_263691	Others
24	37	H35_BL_24_NODE_1_length_397108_cov_263213_263691_31	3.5	99.47486486486481	COG3590	peptidase	O	CELLULAR PROCESSES AND SIGNALING	Posttranslational modification, protein turnover, chaperones	H35_BL_24_NODE_1_length_397108_cov_263213_263691	Others
25	37	H35_BL_24_NODE_1_length_397108_cov_263213_263691_32	2.5	99.44316216216218	COG0629	single-stranded DNA binding	L	INFORMATION STORAGE AND PROCESSING	Replication, recombination and repair	H35_BL_24_NODE_1_length_397108_cov_263213_263691	Others
26	37	H35_BL_24_NODE_1_length_397108_cov_263213_263691_33	1.5	99.94618918918917	COG0442	prolyl-tRNA aminoacylation	J	INFORMATION STORAGE AND PROCESSING	Translation, ribosomal structure and biogenesis	H35_BL_24_NODE_1_length_397108_cov_263213_263691	Others
27	11	H35_BL_24_NODE_1_length_397108_cov_263213_263691_34	0.5	71.51527272727274	3348R		S	POORLY CHARACTERIZED	     Function unknown	H35_BL_24_NODE_1_length_397108_cov_263213_263691	Others
28	39	H35_BL_24_NODE_1_length_397108_cov_263213_263691_35	-0.5	100.0	COG3512	CRISPR (clustered regularly interspaced short palindromic repeat), is an adaptive immune system that provides protection against mobile genetic elements (viruses, transposable elements and conjugative plasmids). CRISPR clusters contain sequences complementary to antecedent mobile elements and target invading nucleic acids. CRISPR clusters are transcribed and processed into CRISPR RNA (crRNA). Functions as a ssRNA-specific endoribonuclease. Involved in the integration of spacer DNA into the CRISPR cassette	L	INFORMATION STORAGE AND PROCESSING	Replication, recombination and repair	H35_BL_24_NODE_1_length_397108_cov_263213_263691	Cas genes
29	39	H35_BL_24_NODE_1_length_397108_cov_263213_263691_36	-1.5	100.0	COG1518	maintenance of DNA repeat elements	L	INFORMATION STORAGE AND PROCESSING	Replication, recombination and repair	H35_BL_24_NODE_1_length_397108_cov_263213_263691	Cas genes
30	37	H35_BL_24_NODE_1_length_397108_cov_263213_263691_37	-2.5	99.96237837837839	COG3513	CRISPR (clustered regularly interspaced short palindromic repeat) is an adaptive immune system that provides protection against mobile genetic elements (viruses, transposable elements and conjugative plasmids). CRISPR clusters contain spacers, sequences complementary to antecedent mobile elements, and target invading nucleic acids. CRISPR clusters are transcribed and processed into CRISPR RNA (crRNA). In type II CRISPR systems correct processing of pre-crRNA requires a trans-encoded small RNA (tracrRNA), endogenous ribonuclease 3 (rnc) and this protein. The tracrRNA serves as a guide for ribonuclease 3-aided processing of pre-crRNA. Subsequently Cas9 crRNA tracrRNA endonucleolytically cleaves linear or circular dsDNA target complementary to the spacer	L	INFORMATION STORAGE AND PROCESSING	Replication, recombination and repair	H35_BL_24_NODE_1_length_397108_cov_263213_263691	Cas genes
31	38	H35_BL_24_NODE_1_length_397108_cov_263213_263691_38	-3.5	99.69415789473692	COG0507	A helicase nuclease that prepares dsDNA breaks (DSB) for recombinational DNA repair. Binds to DSBs and unwinds DNA via a highly rapid and processive ATP-dependent bidirectional helicase activity. Unwinds dsDNA until it encounters a Chi (crossover hotspot instigator) sequence from the 3' direction. Cuts ssDNA a few nucleotides 3' to the Chi site. The properties and activities of the enzyme are changed at Chi. The Chi-altered holoenzyme produces a long 3'-ssDNA overhang and facilitates RecA-binding to the ssDNA for homologous DNA recombination and repair. Holoenzyme degrades any linearized DNA that is unable to undergo homologous recombination. In the holoenzyme this subunit has ssDNA-dependent ATPase and 5'-3' helicase activity. When added to pre-assembled RecBC greatly stimulates nuclease activity and augments holoenzyme processivity. Negatively regulates the RecA-loading ability of RecBCD	L	INFORMATION STORAGE AND PROCESSING	Replication, recombination and repair	H35_BL_24_NODE_1_length_397108_cov_263213_263691	Others
32	38	H35_BL_24_NODE_1_length_397108_cov_263213_263691_39	-4.5	98.38078947368425	COG1949	3'-to-5' exoribonuclease specific for small oligoribonucleotides	L	INFORMATION STORAGE AND PROCESSING	Replication, recombination and repair	H35_BL_24_NODE_1_length_397108_cov_263213_263691	Others
33	32	H35_BL_24_NODE_1_length_397108_cov_263213_263691_4	30.5	89.22846875	COG3572	ergothioneine biosynthetic process	H	METABOLISM	   Coenzyme transport and metabolism	H35_BL_24_NODE_1_length_397108_cov_263213_263691	Others
34	37	H35_BL_24_NODE_1_length_397108_cov_263213_263691_40	-5.5	99.93740540540536	COG0516	GMP reductase activity	F	METABOLISM	   Nucleotide transport and metabolism	H35_BL_24_NODE_1_length_397108_cov_263213_263691	Others
35	37	H35_BL_24_NODE_1_length_397108_cov_263213_263691_41	-6.5	99.64	COG0472	First step of the lipid cycle reactions in the biosynthesis of the cell wall peptidoglycan	M	CELLULAR PROCESSES AND SIGNALING	Cell wall/membrane/envelope biogenesis	H35_BL_24_NODE_1_length_397108_cov_263213_263691	Others
36	37	H35_BL_24_NODE_1_length_397108_cov_263213_263691_42	-7.5	99.92735135135138	COG0009	L-threonylcarbamoyladenylate synthase	J	INFORMATION STORAGE AND PROCESSING	Translation, ribosomal structure and biogenesis	H35_BL_24_NODE_1_length_397108_cov_263213_263691	Others
37	37	H35_BL_24_NODE_1_length_397108_cov_263213_263691_43	-8.5	99.49689189189188	COG0110	maltose O-acetyltransferase activity	J	INFORMATION STORAGE AND PROCESSING	Translation, ribosomal structure and biogenesis	H35_BL_24_NODE_1_length_397108_cov_263213_263691	Others
38	35	H35_BL_24_NODE_1_length_397108_cov_263213_263691_44	-9.5	77.41214285714284	COG0410	ABC transporter	E	METABOLISM	   Amino acid transport and metabolism	H35_BL_24_NODE_1_length_397108_cov_263213_263691	Others
39	37	H35_BL_24_NODE_1_length_397108_cov_263213_263691_45	-10.5	74.41127027027025	COG0411	ABC transporter	E	METABOLISM	   Amino acid transport and metabolism	H35_BL_24_NODE_1_length_397108_cov_263213_263691	Others
40	35	H35_BL_24_NODE_1_length_397108_cov_263213_263691_46	-11.5	79.39102857142855	COG4177	L-phenylalanine transmembrane transporter activity	E	METABOLISM	   Amino acid transport and metabolism	H35_BL_24_NODE_1_length_397108_cov_263213_263691	Others
41	37	H35_BL_24_NODE_1_length_397108_cov_263213_263691_47	-12.5	76.68810810810808	COG0559	Belongs to the binding-protein-dependent transport system permease family	E	METABOLISM	   Amino acid transport and metabolism	H35_BL_24_NODE_1_length_397108_cov_263213_263691	Others
42	35	H35_BL_24_NODE_1_length_397108_cov_263213_263691_48	-13.5	76.04451428571427	COG0683	leucine binding	E	METABOLISM	   Amino acid transport and metabolism	H35_BL_24_NODE_1_length_397108_cov_263213_263691	Others
43	35	H35_BL_24_NODE_1_length_397108_cov_263213_263691_49	-14.5	92.24497142857138	COG2890	protein-(glutamine-N5) methyltransferase activity	J	INFORMATION STORAGE AND PROCESSING	Translation, ribosomal structure and biogenesis	H35_BL_24_NODE_1_length_397108_cov_263213_263691	Others
44	11	H35_BL_24_NODE_1_length_397108_cov_263213_263691_5	29.5	99.60327272727272	COG3420	alginic acid biosynthetic process	P	METABOLISM	   Inorganic ion transport and metabolism	H35_BL_24_NODE_1_length_397108_cov_263213_263691	Others
45	35	H35_BL_24_NODE_1_length_397108_cov_263213_263691_50	-15.5	99.67745714285714	COG0216	Peptide chain release factor 1 directs the termination of translation in response to the peptide chain termination codons UAG and UAA	J	INFORMATION STORAGE AND PROCESSING	Translation, ribosomal structure and biogenesis	H35_BL_24_NODE_1_length_397108_cov_263213_263691	Others
46	35	H35_BL_24_NODE_1_length_397108_cov_263213_263691_51	-16.5	100.0	COG0254	rRNA binding	J	INFORMATION STORAGE AND PROCESSING	Translation, ribosomal structure and biogenesis	H35_BL_24_NODE_1_length_397108_cov_263213_263691	Others
47	35	H35_BL_24_NODE_1_length_397108_cov_263213_263691_52	-17.5	99.9512	COG1940	carbohydrate kinase activity	K	INFORMATION STORAGE AND PROCESSING	Transcription	H35_BL_24_NODE_1_length_397108_cov_263213_263691	Others
48	35	H35_BL_24_NODE_1_length_397108_cov_263213_263691_53	-18.5	99.96622857142856	COG1070	Carbohydrate kinase	G	METABOLISM	   Carbohydrate transport and metabolism	H35_BL_24_NODE_1_length_397108_cov_263213_263691	Others
49	35	H35_BL_24_NODE_1_length_397108_cov_263213_263691_54	-19.5	97.78854285714283	31VWV		S	POORLY CHARACTERIZED	     Function unknown	H35_BL_24_NODE_1_length_397108_cov_263213_263691	Others
50	35	H35_BL_24_NODE_1_length_397108_cov_263213_263691_55	-20.5	96.8481428571429	COG2244	polysaccharide biosynthetic process	O	CELLULAR PROCESSES AND SIGNALING	Posttranslational modification, protein turnover, chaperones	H35_BL_24_NODE_1_length_397108_cov_263213_263691	Others
51	16	H35_BL_24_NODE_1_length_397108_cov_263213_263691_56	-21.5	100.0	32ZZT		S	POORLY CHARACTERIZED	     Function unknown	H35_BL_24_NODE_1_length_397108_cov_263213_263691	Others
52	16	H35_BL_24_NODE_1_length_397108_cov_263213_263691_57	-22.5	99.81975	COG3420	alginic acid biosynthetic process	P	METABOLISM	   Inorganic ion transport and metabolism	H35_BL_24_NODE_1_length_397108_cov_263213_263691	Others
53	37	H35_BL_24_NODE_1_length_397108_cov_263213_263691_58	-23.5	66.53578378378381	COG0110	maltose O-acetyltransferase activity	J	INFORMATION STORAGE AND PROCESSING	Translation, ribosomal structure and biogenesis	H35_BL_24_NODE_1_length_397108_cov_263213_263691	Others
54	28	H35_BL_24_NODE_1_length_397108_cov_263213_263691_59	-24.5	75.78960714285712						H35_BL_24_NODE_1_length_397108_cov_263213_263691	Others
55	12	H35_BL_24_NODE_1_length_397108_cov_263213_263691_6	28.5	100.0	30HV1		S	POORLY CHARACTERIZED	     Function unknown	H35_BL_24_NODE_1_length_397108_cov_263213_263691	Others
56	16	H35_BL_24_NODE_1_length_397108_cov_263213_263691_60	-25.5	33.161249999999995	COG3507	Belongs to the glycosyl hydrolase 43 family	G	METABOLISM	   Carbohydrate transport and metabolism	H35_BL_24_NODE_1_length_397108_cov_263213_263691	Others
57	10	H35_BL_24_NODE_1_length_397108_cov_263213_263691_61	-26.5	32.0037	COG2272	Belongs to the type-B carboxylesterase lipase family	I	METABOLISM	   Lipid transport and metabolism	H35_BL_24_NODE_1_length_397108_cov_263213_263691	Others
58	1	H35_BL_24_NODE_1_length_397108_cov_263213_263691_62	-27.5	100.0	COG3405	Belongs to the glycosyl hydrolase 8 (cellulase D) family	G	METABOLISM	   Carbohydrate transport and metabolism	H35_BL_24_NODE_1_length_397108_cov_263213_263691	Others
59	1	H35_BL_24_NODE_1_length_397108_cov_263213_263691_63	-28.5	100.0	COG2755	lipolytic protein G-D-S-L family	E	METABOLISM	   Amino acid transport and metabolism	H35_BL_24_NODE_1_length_397108_cov_263213_263691	Others
60	16	H35_BL_24_NODE_1_length_397108_cov_263213_263691_64	-29.5	95.99556249999999	COG3506	Protein of unknown function (DUF1349)	M	CELLULAR PROCESSES AND SIGNALING	Cell wall/membrane/envelope biogenesis	H35_BL_24_NODE_1_length_397108_cov_263213_263691	Others
61	16	H35_BL_24_NODE_1_length_397108_cov_263213_263691_65	-30.5	99.85374999999999	COG3833	ABC-type maltose transport systems, permease component	P	METABOLISM	   Inorganic ion transport and metabolism	H35_BL_24_NODE_1_length_397108_cov_263213_263691	Others
62	16	H35_BL_24_NODE_1_length_397108_cov_263213_263691_66	-31.5	99.46581249999998	COG1175	transmembrane transport	P	METABOLISM	   Inorganic ion transport and metabolism	H35_BL_24_NODE_1_length_397108_cov_263213_263691	Others
63	37	H35_BL_24_NODE_1_length_397108_cov_263213_263691_67	-32.5	67.59608108108107	COG2182	Extracellular solute-binding protein	G	METABOLISM	   Carbohydrate transport and metabolism	H35_BL_24_NODE_1_length_397108_cov_263213_263691	Others
64	16	H35_BL_24_NODE_1_length_397108_cov_263213_263691_68	-33.5	99.63999999999999	COG5606	Transcriptional regulator	Q	METABOLISM	   Secondary metabolites biosynthesis, transport and catabolism	H35_BL_24_NODE_1_length_397108_cov_263213_263691	Others
65	16	H35_BL_24_NODE_1_length_397108_cov_263213_263691_69	-34.5	99.84375	COG1979	alcohol dehydrogenase	C	METABOLISM	   Energy production and conversion	H35_BL_24_NODE_1_length_397108_cov_263213_263691	Others
66	32	H35_BL_24_NODE_1_length_397108_cov_263213_263691_7	27.5	97.47153125000001	COG1924	4 iron, 4 sulfur cluster binding	I	METABOLISM	   Lipid transport and metabolism	H35_BL_24_NODE_1_length_397108_cov_263213_263691	Others
67	32	H35_BL_24_NODE_1_length_397108_cov_263213_263691_70	-35.5	99.61821875000001	COG4952	isomerase	M	CELLULAR PROCESSES AND SIGNALING	Cell wall/membrane/envelope biogenesis	H35_BL_24_NODE_1_length_397108_cov_263213_263691	Others
68	32	H35_BL_24_NODE_1_length_397108_cov_263213_263691_71	-36.5	99.51925	COG2814	Major facilitator Superfamily	G	METABOLISM	   Carbohydrate transport and metabolism	H35_BL_24_NODE_1_length_397108_cov_263213_263691	Others
69	32	H35_BL_24_NODE_1_length_397108_cov_263213_263691_72	-37.5	98.60781250000002	COG2223	nitrite transmembrane transporter activity	P	METABOLISM	   Inorganic ion transport and metabolism	H35_BL_24_NODE_1_length_397108_cov_263213_263691	Others
70	32	H35_BL_24_NODE_1_length_397108_cov_263213_263691_73	-38.5	97.10874999999997	31UMH		S	POORLY CHARACTERIZED	     Function unknown	H35_BL_24_NODE_1_length_397108_cov_263213_263691	Others
71	27	H35_BL_24_NODE_1_length_397108_cov_263213_263691_74	-39.5	98.82240740740741	COG0242	peptide deformylase activity	J	INFORMATION STORAGE AND PROCESSING	Translation, ribosomal structure and biogenesis	H35_BL_24_NODE_1_length_397108_cov_263213_263691	Others
72	32	H35_BL_24_NODE_1_length_397108_cov_263213_263691_75	-40.5	85.05796874999996	COG2814	Major facilitator Superfamily	E	METABOLISM	   Amino acid transport and metabolism	H35_BL_24_NODE_1_length_397108_cov_263213_263691	Others
73	27	H35_BL_24_NODE_1_length_397108_cov_263213_263691_76	-41.5	95.97874074074072	2ZMEX		S	POORLY CHARACTERIZED	     Function unknown	H35_BL_24_NODE_1_length_397108_cov_263213_263691	Others
74	32	H35_BL_24_NODE_1_length_397108_cov_263213_263691_8	26.5	99.18843750000003	COG0602	queuosine metabolic process	H	METABOLISM	   Coenzyme transport and metabolism	H35_BL_24_NODE_1_length_397108_cov_263213_263691	Others
75	32	H35_BL_24_NODE_1_length_397108_cov_263213_263691_9	25.5	99.70787500000004	COG1327	Negatively regulates transcription of bacterial ribonucleotide reductase nrd genes and operons by binding to NrdR- boxes	K	INFORMATION STORAGE AND PROCESSING	Transcription	H35_BL_24_NODE_1_length_397108_cov_263213_263691	Others
0	8	H35_BL_18_NODE_2_length_379346_cov_115630_116108_1	-44.5	99.17687500000001	COG0465	Acts as a processive, ATP-dependent zinc metallopeptidase for both cytoplasmic and membrane proteins. Plays a role in the quality control of integral membrane proteins	O	CELLULAR PROCESSES AND SIGNALING	Posttranslational modification, protein turnover, chaperones	H35_BL_18_NODE_2_length_379346_cov_115630_116108	Others
1	35	H35_BL_18_NODE_2_length_379346_cov_115630_116108_10	-35.5	58.73757142857144	COG1129	ABC transporter	G	METABOLISM	   Carbohydrate transport and metabolism	H35_BL_18_NODE_2_length_379346_cov_115630_116108	Others
2	37	H35_BL_18_NODE_2_length_379346_cov_115630_116108_11	-34.5	66.94894594594587	COG1940	carbohydrate kinase activity	K	INFORMATION STORAGE AND PROCESSING	Transcription	H35_BL_18_NODE_2_length_379346_cov_115630_116108	Others
3	26	H35_BL_18_NODE_2_length_379346_cov_115630_116108_12	-33.5	97.20676923076923	COG4213	ABC transporter substrate-binding protein	G	METABOLISM	   Carbohydrate transport and metabolism	H35_BL_18_NODE_2_length_379346_cov_115630_116108	Others
4	36	H35_BL_18_NODE_2_length_379346_cov_115630_116108_13	-32.5	78.27213888888889	COG1129	ABC transporter	G	METABOLISM	   Carbohydrate transport and metabolism	H35_BL_18_NODE_2_length_379346_cov_115630_116108	Others
5	37	H35_BL_18_NODE_2_length_379346_cov_115630_116108_14	-31.5	86.09897297297294	COG4214	carbohydrate transport	G	METABOLISM	   Carbohydrate transport and metabolism	H35_BL_18_NODE_2_length_379346_cov_115630_116108	Others
6	35	H35_BL_18_NODE_2_length_379346_cov_115630_116108_15	-30.5	82.0104	31SS1		S	POORLY CHARACTERIZED	     Function unknown	H35_BL_18_NODE_2_length_379346_cov_115630_116108	Others
7	28	H35_BL_18_NODE_2_length_379346_cov_115630_116108_16	-29.5	91.19203571428575	COG1846	Transcriptional regulator	K	INFORMATION STORAGE AND PROCESSING	Transcription	H35_BL_18_NODE_2_length_379346_cov_115630_116108	Others
8	32	H35_BL_18_NODE_2_length_379346_cov_115630_116108_17	-28.5	82.02534375000005	COG2814	Major facilitator Superfamily	G	METABOLISM	   Carbohydrate transport and metabolism	H35_BL_18_NODE_2_length_379346_cov_115630_116108	Others
9	27	H35_BL_18_NODE_2_length_379346_cov_115630_116108_18	-27.5	98.82240740740741	COG0242	peptide deformylase activity	J	INFORMATION STORAGE AND PROCESSING	Translation, ribosomal structure and biogenesis	H35_BL_18_NODE_2_length_379346_cov_115630_116108	Others
10	32	H35_BL_18_NODE_2_length_379346_cov_115630_116108_19	-26.5	96.91003124999999	30TT6		S	POORLY CHARACTERIZED	     Function unknown	H35_BL_18_NODE_2_length_379346_cov_115630_116108	Others
11	10	H35_BL_18_NODE_2_length_379346_cov_115630_116108_2	-43.5	60.625						H35_BL_18_NODE_2_length_379346_cov_115630_116108	Others
12	32	H35_BL_18_NODE_2_length_379346_cov_115630_116108_20	-25.5	99.50500000000005	COG2223	nitrite transmembrane transporter activity	P	METABOLISM	   Inorganic ion transport and metabolism	H35_BL_18_NODE_2_length_379346_cov_115630_116108	Others
13	32	H35_BL_18_NODE_2_length_379346_cov_115630_116108_21	-24.5	99.51925	COG2814	Major facilitator Superfamily	P	METABOLISM	   Inorganic ion transport and metabolism	H35_BL_18_NODE_2_length_379346_cov_115630_116108	Others
14	32	H35_BL_18_NODE_2_length_379346_cov_115630_116108_22	-23.5	99.81949999999996	COG4952	isomerase	M	CELLULAR PROCESSES AND SIGNALING	Cell wall/membrane/envelope biogenesis	H35_BL_18_NODE_2_length_379346_cov_115630_116108	Others
15	17	H35_BL_18_NODE_2_length_379346_cov_115630_116108_23	-22.5	99.2704705882353	COG3328	transposase activity	L	INFORMATION STORAGE AND PROCESSING	Replication, recombination and repair	H35_BL_18_NODE_2_length_379346_cov_115630_116108	Transposase
16	37	H35_BL_18_NODE_2_length_379346_cov_115630_116108_24	-21.5	84.04686486486484	COG4214	carbohydrate transport	G	METABOLISM	   Carbohydrate transport and metabolism	H35_BL_18_NODE_2_length_379346_cov_115630_116108	Others
17	35	H35_BL_18_NODE_2_length_379346_cov_115630_116108_25	-20.5	96.8481428571429	COG2244	polysaccharide biosynthetic process	O	CELLULAR PROCESSES AND SIGNALING	Posttranslational modification, protein turnover, chaperones	H35_BL_18_NODE_2_length_379346_cov_115630_116108	Others
